nom,diplome,statut,ville,nombre_etoiles,nombre_commentaires,classement,mention,specialite,adresse,taux_reussite_bac,taux_mentions_bac,effectifs_terminale,classement_lycees_generaux_technos,classement_lycees_pros
Lycée Maurice Genevoix,Public,Polyvalent,Marignane,3.4,(12),31.0,56.0,9.0,Marignane Avenue du Général de Gaulle 13700 Marignane,94.0,56.0,408.0,15.2,12.6
Lycée Notre-Dame de Sion,Privé,Général,Marseille,3.4,(12),30.0,74.0,7.0,Marseille 231 rue Paradis 13006 Marseille,99.0,74.0,150.0,15.2,12.6
Lycée L'Olivier - Robert Coffy,Privé,Général,Marseille,3.8,(14),27.0,78.0,8.0,Marseille 29 avenue des Caillols 13012 Marseille,99.0,78.0,132.0,15.4,11.6
Lycée polyvalent Don Bosco,Privé,Polyvalent,Marseille,4.1,(11),26.0,54.0,5.0,Marseille 78 rue Stanislas Torrents 13006 Marseille,90.0,54.0,143.0,15.4,11.6
Lycée René Cassin,Public,Polyvalent,Mâcon,3.7,(11),24.0,51.0,10.0,Mâcon 49 boulevard des Neuf Clés 71018 Mâcon,90.0,51.0,328.0,10.4,11.0
Lycée polyvalent Pastré - Grande Bastide,Privé,Polyvalent,Marseille,4.0,(5),29.0,62.0,6.0,Marseille 32 traverse Pastré 13009 Marseille,93.0,62.0,133.0,15.2,11.2
Lycée La Nativité,Privé,Général,Aix-en-Provence,3.9,(51),28.0,91.0,13.0,Aix-en-Provence 8 rue Jean Andréani 13097 Aix-en-Provence,100.0,91.0,253.0,12.3,15.3
Lycée Martin Luther King,Public,Général,Bussy-Saint-Georges,3.2,(21),10.0,52.0,10.0,Bussy-Saint-Georges 21 avenue du Général de Gaulle 77600 Bussy-Saint-Georges,90.0,52.0,417.0,7.0,13.8
Lycée La Fayette,Public,Polyvalent,Héricy,2.4,(9),9.0,49.0,4.0,Héricy 847 route de Fontaineroux BP 10 77850 Héricy,87.0,49.0,258.0,14.2,10.7
Lycée Institution Jeanne d'Arc,Privé,Général,Bayeux,3.1,(6),10.0,72.0,7.0,Bayeux 10-12 rue d'Eterville BP 36318 14403 Bayeux,98.0,72.0,109.0,14.1,14.7
Lycée polyvalent Turgot,Public,Polyvalent,Limoges,3.7,(23),23.0,56.0,6.0,Limoges 6 rue Paul Dérignac 87031 Limoges,86.0,56.0,256.0,9.2,2.4
Lycée général Camille Vernet,Public,Général,Valence,3.1,(19),16.0,71.0,14.0,Valence 160 rue Faventines BP 2137 26021 Valence cedex,96.0,71.0,275.0,12.5,11.4
Lycée général privé Chabrillan St Jean-Baptiste,Privé,Général,Montélimar,2.9,(17),15.0,78.0,7.0,Montélimar 109 route de Dieulefit BP 272 26207 Montélimar,100.0,78.0,67.0,10.4,12.5
Lycée Julien Wittmer,Public,Polyvalent,Charolles,4.3,(20),18.0,56.0,8.0,Charolles 13 rue de Champagny 71120 Charolles,95.0,56.0,244.0,12.7,10.9
Lycée Thibaut de Champagne,Public,Polyvalent,Provins,3.0,(19),8.0,53.0,8.0,Provins 3 rue du Collège BP 213 77487 Provins,88.0,53.0,273.0,14.2,4.4
Lycée Marcel Gambier,Public,Général,Lisieux,2.7,(20),9.0,65.0,10.0,Lisieux 3 rue du Général Leclerc BP 97205 14107 Lisieux,96.0,65.0,233.0,15.0,10.6
Lycée Arcisse de Caumont,Public,Polyvalent,Bayeux,3.1,(17),8.0,51.0,7.0,Bayeux 3 rue Baron Gérard BP 26228 14402 Bayeux,93.0,51.0,215.0,12.5,15.3
Lycée polyvalent Chevalier de Saint-Georges,Public,Polyvalent,Les Abymes,2.9,(9),9.0,36.0,13.0,Les Abymes boulevard des Héros BP 355 97158 Les Abymes,84.0,36.0,212.0,10.1,15.7
Lycée polyvalent Lama-Prévot,Public,Polyvalent,Remire-Montjoly,3.7,(9),11.0,41.0,10.0,Remire-Montjoly quartier de moulin à vent grand boulevard 97354 Remire-Montjoly,82.0,41.0,272.0,13.4,3.3
Lycée polyvalent Monge,Public,Polyvalent,Chambéry,4.1,(4),12.0,62.0,10.0,Chambéry 119 avenue MARIUS BERROIR 73000 Chambéry,91.0,62.0,502.0,12.7,8.8
Lycée polyvalent Lumina Sophie,Public,Polyvalent,Saint-Laurent-du-Maroni,3.8,(14),12.0,20.0,8.0,Saint-Laurent-du-Maroni Chemin des Sables Blancs BP 112 97320 Saint-Laurent-du-Maroni,70.0,20.0,224.0,13.2,5.3
Lycée polyvalent François-Jean Armorin,Public,Polyvalent,Crest,2.6,(9),14.0,61.0,9.0,Crest 6 avenue Charles Armorin BP 525 26402 Crest,91.0,61.0,115.0,12.6,7.8
Lycée polyvalent Louis Armand,Public,Polyvalent,Chambéry,3.6,(11),10.0,61.0,10.0,Chambéry 321 rue du Grand Champ BP 24 73020 Chambéry cedex,95.0,61.0,409.0,13.5,11.4
Lycée polyvalent privé Jeanne d'Arc,Privé,Polyvalent,Albertville,3.1,(4),9.0,60.0,7.0,Albertville 3 place de l'Eglise BP 69 73203 Albertville cedex,94.0,60.0,119.0,13.8,12.5
Lycée général privé Saint-Maurice,Privé,Général,Romans-sur-Isère,3.4,(10),13.0,77.0,7.0,Romans-sur-Isère rue Eugène Blain BP 1007 26106 Romans-sur-Isère,100.0,77.0,118.0,12.7,10.3
Lycée polyvalent Claude Nicolas Ledoux,Public,Polyvalent,Les Pavillons-sous-Bois,3.3,(3),20.0,38.0,6.0,Les Pavillons-sous-Bois 1 boulevard de Paris 93320 Les Pavillons-sous-Bois,80.0,38.0,104.0,16.0,14.5
Lycée polyvalent Nelson Mandela,Public,Polyvalent,Poitiers,3.5,(21),18.0,51.0,8.0,Poitiers 63 rue de la Bugellerie BP 621 86000 Poitiers,85.0,51.0,367.0,10.4,8.2
Lycée polyvalent Maurice Rondeau,Privé,Polyvalent,Bussy-Saint-Georges,3.7,(22),6.0,79.0,8.0,Bussy-Saint-Georges 1 place Clos Saint-Georges 77600 Bussy-Saint-Georges,97.0,79.0,278.0,14.5,14.9
Lycée Saint-Aspais,Privé,Polyvalent,Melun,3.4,(47),5.0,78.0,8.0,Melun 36 rue Saint-Barthélemy CS 20179 77007 Melun,99.0,78.0,421.0,15.2,12.3
Lycée Polyvalent Versailles Saint-Joseph de Cluny,Privé,Polyvalent,Basse-Terre,4.6,(3),8.0,64.0,9.0,Basse-Terre 8 rue Victor Hugues 97100 Basse-Terre,95.0,64.0,78.0,15.7,14.6
Lycée Louise Michel,Public,Général,Bobigny,2.5,(22),23.0,34.0,10.0,Bobigny 70 avenue Jean Jaurès 93000 Bobigny,85.0,34.0,367.0,14.1,15.7
Lycée polyvalent Paul Sérusier,Public,Polyvalent,Carhaix-Plouguer,3.0,(11),11.0,68.0,8.0,Carhaix-Plouguer Avenue de Waldkappel BP 160 29837 Carhaix-Plouguer,95.0,68.0,202.0,14.6,16.0
Lycée polyvalent Niépce Balleure,Public,Polyvalent,Chalon-sur-Saône,3.1,(16),17.0,55.0,7.0,Chalon-sur-Saône 141 avenue Boucicaut BP 50099 71321 Chalon-sur-Saône,92.0,55.0,311.0,12.9,11.7
Lycée polyvalent Henri Laurens,Public,Polyvalent,Saint-Vallier,3.0,(17),11.0,55.0,9.0,Saint-Vallier 8 rue Marcel Paul BP 109 26241 Saint-Vallier,89.0,55.0,170.0,11.6,13.0
Lycée général privé Saint Germain,Privé,Général,Drancy,3.2,(9),27.0,66.0,6.0,Drancy 103 rue Sadi Carnot 93700 Drancy,100.0,66.0,107.0,15.0,13.9
Lycée polyvalent Evariste Galois,Public,Polyvalent,Noisy-le-Grand,3.5,(14),28.0,66.0,10.0,Noisy-le-Grand 32 avenue Montaigne 93165 Noisy-le-Grand,90.0,66.0,323.0,14.9,7.7
Lycée privé Saint-Ouen,Privé,Général,Pont-Audemer,4.1,(4),10.0,59.0,6.0,Pont-Audemer 67 route de Honfleur Saint-Germain-Village 27500 Pont-Audemer,91.0,59.0,49.0,13.8,13.5
Lycée polyvalent privé Assomption,Privé,Polyvalent,Bondy,3.0,(30),36.0,65.0,6.0,Bondy 12 avenue de Verdun 93140 Bondy,94.0,65.0,147.0,14.4,10.7
Lycée polyvalent international de l'Est parisien,Public,Polyvalent,Noisy-le-Grand,4.2,(13),35.0,85.0,7.0,Noisy-le-Grand 1 promenade Marco Polo 93160 Noisy-le-Grand,98.0,85.0,182.0,14.4,11.3
Lycée Flora Tristan,Public,Général,Noisy-le-Grand,3.8,(10),26.0,42.0,7.0,Noisy-le-Grand 27 rue des Hauts Roseaux 93160 Noisy-le-Grand,92.0,42.0,315.0,15.1,15.1
Lycée Saint-Thomas d'Aquin,Privé,Polyvalent,Flers,3.7,(13),14.0,52.0,9.0,Flers 1 place Claudius Duperron 61100 Flers,92.0,52.0,187.0,9.8,7.6
Lycée polyvalent Nicolas-Joseph Cugnot,Public,Polyvalent,Neuilly-sur-Marne,4.1,(13),33.0,44.0,6.0,Neuilly-sur-Marne 55 bld Louis Armand 93330 Neuilly-sur-Marne,88.0,44.0,190.0,14.5,14.0
Lycée Paul Cézanne,Public,Général,Aix-en-Provence,3.2,(21),15.0,62.0,14.0,Aix-en-Provence Avenue Jean et Marcel Fontenaille 13100 Aix-en-Provence,95.0,62.0,519.0,14.7,16.2
Lycée La Croix Rouge La Salle,Privé,Général,Brest,4.0,(18),9.0,77.0,11.0,Brest 2 rue Mirabeau CS 62925 29229 Brest cedex 2,99.0,77.0,647.0,16.1,15.3
Lycée polyvalent privé La Salle Saint-Denis,Privé,Polyvalent,Saint-Denis,3.8,(13),39.0,64.0,7.0,Saint-Denis 6-8 place de la Résistance 93200 Saint-Denis,97.0,64.0,244.0,14.2,13.5
Lycée polyvalent Léonard de Vinci,Public,Polyvalent,Tremblay-en-France,2.7,(9),56.0,45.0,9.0,Tremblay-en-France 115 route des Petits Ponts BP 122 93290 Tremblay-en-France,87.0,45.0,288.0,13.0,8.7
Lycée polyvalent Jean Rostand,Public,Polyvalent,Villepinte,4.7,(4),51.0,44.0,10.0,Villepinte 8 rue Pierre Audat 93420 Villepinte,89.0,44.0,460.0,13.4,13.5
Lycée Paul Eluard,Public,Général,Saint-Denis,3.8,(9),79.0,34.0,9.0,Saint-Denis 15-17 avenue Jean Moulin 93200 Saint-Denis,88.0,34.0,509.0,10.7,9.3
Lycée polyvalent Eugène Henaff,Public,Polyvalent,Bagnolet,3.8,(18),54.0,39.0,8.0,Bagnolet 55 avenue Raspail 93170 Bagnolet,79.0,39.0,304.0,10.9,13.2
Lycée polyvalent Paul Robert,Public,Polyvalent,Les Lilas,3.0,(15),82.0,50.0,8.0,Les Lilas 2 rue du Château 93260 Les Lilas,85.0,50.0,246.0,10.0,9.7
Lycée Clémenceau,Public,Général,Villemomble,3.3,(39),85.0,42.0,8.0,Villemomble 130 rue de Neuilly 93250 Villemomble,90.0,42.0,396.0,9.8,7.4
Lycée général privé Saint Joseph La Salle,Privé,Général,Pantin,3.8,(4),76.0,82.0,5.0,Pantin 12 avenue du 8 mai 1945 93500 Pantin,99.0,82.0,62.0,7.0,11.2
Lycée polyvalent Auguste Blanqui,Public,Polyvalent,Saint-Ouen,2.7,(13),73.0,37.0,9.0,Saint-Ouen 54 rue Charles Schmidt BP 196 93400 Saint-Ouen,80.0,37.0,309.0,11.4,9.7
Lycée André Boulloche,Public,Général,Livry-Gargan,3.5,(17),78.0,63.0,7.0,Livry-Gargan 18 boulevard Gutenberg 93190 Livry-Gargan,96.0,63.0,402.0,9.9,10.8
Lycée polyvalent Alfred Nobel,Public,Polyvalent,Clichy-sous-Bois,4.4,(9),44.0,36.0,7.0,Clichy-sous-Bois 20 allée de Gagny 93390 Clichy-sous-Bois,79.0,36.0,383.0,13.7,13.9
Lycée général et technologique Baimbridge,Public,Général,Les Abymes,3.3,(20),6.0,47.0,15.0,Les Abymes boulevard des héros BP17 97139 Les Abymes,93.0,47.0,380.0,16.0,14.4
Lycée polyvalent Melkior et Garré,Public,Polyvalent,Cayenne,3.0,(10),8.0,37.0,6.0,Cayenne Route de Montabo BP 5017 97305 Cayenne,83.0,37.0,442.0,13.6,9.9
Lycée polyvalent les Catalins,Public,Polyvalent,Montélimar,2.7,(3),10.0,57.0,7.0,Montélimar 24 avenue des Catalins BP 359 26216 Montélimar,87.0,57.0,369.0,13.0,12.3
Lycée polyvalent du Dauphiné,Public,Polyvalent,Romans-sur-Isère,2.5,(10),9.0,50.0,11.0,Romans-sur-Isère 38 boulevard Rémy Roure BP 1113 26103 Romans-sur-Isère,86.0,50.0,355.0,13.1,8.5
Lycée polyvalent René Perrin,Public,Polyvalent,Ugine,4.5,(11),7.0,65.0,9.0,Ugine 41 rue René Perrin 73400 Ugine,91.0,65.0,198.0,15.1,13.3
Lycée polyvalent Navarre - Leclerc,Public,Polyvalent,Alençon,3.1,(8),11.0,52.0,13.0,Alençon Avenue du Général Leclerc BP 357 61014 Alençon,90.0,52.0,366.0,9.2,10.9
Lycée Polyvalent Napoléon,Public,Polyvalent,L'Aigle,3.4,(10),12.0,53.0,9.0,L'Aigle 15 rue des Sports BP 207 61306 L'Aigle cedex,84.0,53.0,253.0,10.8,6.4
Lycée Jean Giraudoux,Public,Général,Bellac,3.7,(16),14.0,53.0,8.0,Bellac 5 Avenue Charles de Gaulle 87300 Bellac,96.0,53.0,103.0,11.5,8.4
Lycée privé Notre-Dame Saint-François,Privé,Polyvalent,Évreux,2.5,(2),7.0,55.0,7.0,Évreux 8 rue Portevin 27025 Évreux,86.0,55.0,141.0,14.4,9.2
Lycée Jean Moulin,Public,Polyvalent,Les Andelys,3.7,(9),6.0,48.0,7.0,Les Andelys Rue Maréchal Foch BP 515 27705 Les Andelys,82.0,48.0,193.0,15.0,8.5
Lycée Albert Sorel,Public,Polyvalent,Honfleur,2.9,(14),4.0,59.0,9.0,Honfleur Avenue du Labrador 14600 Honfleur,96.0,59.0,138.0,16.0,11.0
Lycée polyvalent Léopold Elfort,Public,Polyvalent,Mana,4.0,(4),5.0,31.0,7.0,Mana Terre rouge RD 8 - Savane Sarcelles 97360 Mana,79.0,31.0,197.0,15.2,9.2
Lycée Bonaparte pôle général et pôle technologique et professionnel,Public,Polyvalent,Autun,2.8,(9),14.0,67.0,11.0,Autun Place du Champ de Mars - pôle général BP 67 71403 Autun,92.0,67.0,166.0,13.4,11.1
Lycée polyvalent Suger,Public,Polyvalent,Saint-Denis,3.9,(2),18.0,38.0,8.0,Saint-Denis 6 avenue le Roy des Barres 93200 Saint-Denis,83.0,38.0,334.0,16.1,13.1
Lycée Saint-Gabriel,Privé,Général,Pont-l'Abbé,3.3,(11),6.0,74.0,9.0,Pont-l'Abbé Rue Jean Lautredou BP 85137 29125 Pont-l'Abbé,98.0,74.0,139.0,14.5,16.4
Lycée Jean Guéhenno,Public,Polyvalent,Flers,4.5,(5),10.0,49.0,9.0,Flers 16 rue Pierre Huet BP 269 61105 Flers cedex,91.0,49.0,232.0,11.1,10.5
Lycée privé l'Union Chrétienne,Privé,Général,Poitiers,3.9,(8),14.0,83.0,7.0,Poitiers 2 place Sainte-Croix BP 429 86011 Poitiers,100.0,83.0,104.0,12.2,9.4
Lycée Edouard Branly,Public,Général,Châtellerault,3.7,(10),13.0,46.0,7.0,Châtellerault 2 rue Edouard Branly BP 613 86106 Châtellerault,93.0,46.0,204.0,12.3,5.5
Lycée Charles Tellier,Public,Polyvalent,Condé-en-Normandie,3.3,(24),5.0,59.0,7.0,Condé-en-Normandie Route de Vire Condé-sur-Noireau 14110 Condé-en-Normandie,87.0,59.0,208.0,15.8,12.4
Lycée général et technologique les 3 Sources,Public,Général,Bourg-lès-Valence,3.6,(15),6.0,49.0,10.0,Bourg-lès-Valence 110 chemin du Valentin BP 106 26501 Bourg-lès-Valence,93.0,49.0,291.0,14.2,10.7
Lycée polyvalent Ambroise Croizat,Public,Polyvalent,Moûtiers,3.5,(7),5.0,71.0,8.0,Moûtiers 244 avenue de la Libération BP 201 73604 Moûtiers,99.0,71.0,269.0,15.6,15.3
Lycée polyvalent Hyacinthe Bastaraud,Public,Polyvalent,Grand-Bourg,3.4,(3),4.0,55.0,9.0,Grand-Bourg Rue de la Savane BP 18 97112 Grand-Bourg,85.0,55.0,125.0,16.3,9.8
Lycée Henri Vincenot,Public,Polyvalent,Louhans,3.1,(22),10.0,60.0,9.0,Louhans 26 montée Saint-Claude 71500 Louhans,93.0,60.0,185.0,13.7,10.7
Lycée Victor Hugo,Public,Général,Poitiers,3.5,(11),12.0,61.0,12.0,Poitiers 10 rue Victor Hugo 86034 Poitiers,95.0,61.0,339.0,12.4,11.2
Lycée polyvalent de la Mare Carrée,Public,Polyvalent,Moissy-Cramayel,4.0,(19),1.0,55.0,9.0,Moissy-Cramayel Rue de la Mare Carrée BP 70 77550 Moissy-Cramayel,93.0,55.0,455.0,12.8,17.0
Lycée Bernard Palissy,Public,Général,Saint-Léonard-de-Noblat,3.4,(2),12.0,67.0,8.0,Saint-Léonard-de-Noblat 11 rue Léon Jouhaux 87400 Saint-Léonard-de-Noblat,99.0,67.0,117.0,10.8,11.9
Lycée Augustin Fresnel,Public,Général,Bernay,3.6,(23),5.0,60.0,10.0,Bernay 14 rue Kleber Mercier 27301 Bernay,96.0,60.0,332.0,15.1,13.9
Lycée polyvalent Raoul Georges Nicolo,Public,Polyvalent,Basse-Terre,3.9,(16),3.0,52.0,6.0,Basse-Terre 258  avenue Francois Mitterand Quartier Rivière des Pères 97100 Basse-Terre,94.0,52.0,222.0,13.6,16.6
Lycée Jean Moulin,Public,Général,Châteaulin,3.1,(12),2.0,68.0,9.0,Châteaulin 10 rue du Lycée BP 110 29150 Châteaulin,98.0,68.0,185.0,17.5,14.6
Lycée polyvalent Blaise Cendrars,Public,Polyvalent,Sevran,4.0,(17),11.0,48.0,7.0,Sevran 12 avenue Léon Jouhaux 93270 Sevran,88.0,48.0,385.0,15.1,17.0
Lycée Léon Blum,Public,Polyvalent,Le Creusot,3.2,(13),8.0,54.0,10.0,Le Creusot 62 rue Lavoisier BP 120 71203 Le Creusot,91.0,54.0,305.0,11.0,14.2
Lycée privé Notre-Dame du Bon Secours,Privé,Général,Perpignan,4.2,(20),12.0,74.0,11.0,Perpignan 39 avenue Julien Panchot 66028 Perpignan,99.0,74.0,298.0,11.5,8.8
Lycée polyvalent Simone Veil,Public,Polyvalent,Marseille,4.0,(8),10.0,54.0,12.0,Marseille Avenue des Pâquerettes BP 60149 13013 Marseille,96.0,54.0,247.0,16.8,16.3
Lycée Léonard Limosin,Public,Général,Limoges,3.3,(41),9.0,63.0,12.0,Limoges 13 rue des Clairettes 87036 Limoges,96.0,63.0,265.0,12.6,8.0
Lycée polyvalent privé Saint-Louis,Privé,Polyvalent,Crest,3.0,(2),2.0,65.0,8.0,Crest clos Soubeyran BP 518 26402 Crest cedex,97.0,65.0,163.0,14.9,15.3
Lycée Marc Bloch,Public,Général,Val-de-Reuil,2.9,(9),1.0,61.0,11.0,Val-de-Reuil 1 voie Bachelière BP 614 27106 Val-de-Reuil cedex,93.0,61.0,210.0,16.6,8.5
Lycée Maîtrise de Massabielle,Privé,Général,Pointe-à-Pitre,3.4,(7),1.0,66.0,7.0,Pointe-à-Pitre 29 faubourg Victor Hugo BP 245 97159 Pointe-à-Pitre,99.0,66.0,117.0,16.2,17.5
Externat Saint-Joseph de Cluny,Privé,Général,Cayenne,3.0,(17),1.0,61.0,9.0,Cayenne 15 rue Lallouette BP 259 97301 Cayenne,96.0,61.0,122.0,17.2,17.7
Lycée général Albert Triboulet,Public,Général,Romans-sur-Isère,3.3,(22),1.0,63.0,12.0,Romans-sur-Isère avenue Gambetta BP 1112 26102 Romans-sur-Isère,96.0,63.0,318.0,11.7,16.2
Lycée privé Saint-Charles,Privé,Polyvalent,Chalon-sur-Saône,4.2,(2),9.0,58.0,7.0,Chalon-sur-Saône 3 rue Général Giraud 71100 Chalon-sur-Saône,94.0,58.0,223.0,14.0,12.6
Lycée Mathias,Public,Polyvalent,Chalon-sur-Saône,4.0,(6),6.0,56.0,8.0,Chalon-sur-Saône 3 place Mathias BP 10122 71321 Chalon-sur-Saône,94.0,56.0,338.0,14.7,9.6
Lycée polyvalent Maurice Utrillo,Public,Polyvalent,Stains,3.1,(8),10.0,42.0,9.0,Stains 152 rue Jean Durand 93240 Stains,86.0,42.0,397.0,17.1,11.8
Lycée privé Beauséjour (voie générale et technologique),Privé,Polyvalent,Narbonne,3.6,(16),10.0,69.0,8.0,Narbonne 16 rue Michelet BP 826 11108 Narbonne,92.0,69.0,193.0,11.4,12.2
Lycée polyvalent Pierre-Emile Martin,Public,Polyvalent,Bourges,3.6,(18),6.0,57.0,7.0,Bourges 1 avenue de Gionne 18000 Bourges,87.0,57.0,200.0,13.7,11.8
Lycée Pablo Picasso (voie générale et technologique),Public,Polyvalent,Perpignan,3.3,(16),13.0,51.0,13.0,Perpignan 120 avenue du Général Jean Gilles 66028 Perpignan,85.0,51.0,606.0,9.0,10.2
Lycée Ernest Ferroul (voie générale et technologique),Public,Polyvalent,Lézignan-Corbières,5.0,(1),9.0,57.0,8.0,Lézignan-Corbières 5 avenue Georges Frêche 11200 Lézignan-Corbières,87.0,57.0,365.0,12.2,9.4
Lycée Déodat de Séverac (voie générale et technologique),Public,Polyvalent,Céret,2.9,(19),11.0,55.0,11.0,Céret 18 avenue des Tilleuls BP 315 66403 Céret,86.0,55.0,289.0,11.7,9.3
Lycée Charles Renouvier (voie générale et technologique),Public,Polyvalent,Prades,2.6,(16),10.0,58.0,11.0,Prades Route de Catllar BP 93 66500 Prades,86.0,58.0,298.0,12.0,10.3
Lycée polyvalent Angela Davis,Public,Polyvalent,Saint-Denis,3.8,(5),6.0,39.0,9.0,Saint-Denis 70 rue George Sand 93210 Saint-Denis,89.0,39.0,405.0,15.6,17.2
Lycée polyvalent privé Isaac de l'Étoile,Privé,Général,Poitiers,3.6,(10),6.0,68.0,9.0,Poitiers 62 rue du Porteau CS 70019 86001 Poitiers,99.0,68.0,206.0,13.8,13.4
Lycée Jacques Ruffié (voie générale et technologique),Public,Polyvalent,Limoux,4.1,(5),7.0,57.0,8.0,Limoux Allée François Mitterand BP 108 11303 Limoux,89.0,57.0,195.0,12.6,5.7
Lycée Louise Michel (voie générale et technologique),Public,Polyvalent,Narbonne,3.1,(10),8.0,49.0,10.0,Narbonne 2 rue Jean Moulin BP 828 11108 Narbonne,85.0,49.0,669.0,12.5,7.3
Lycée Jean Monnet,Public,Polyvalent,Vitrolles,3.3,(18),7.0,56.0,7.0,Vitrolles Boulevard Rhin et Danube 13127 Vitrolles,96.0,56.0,330.0,13.9,17.1
Lycée polyvalent Suzanne Valadon,Public,Polyvalent,Limoges,3.6,(5),7.0,55.0,8.0,Limoges 39 rue François Perrin 87032 Limoges,89.0,55.0,385.0,12.7,13.1
Lycée Saint-François de Sales,Privé,Polyvalent,Alençon,3.4,(11),3.0,72.0,7.0,Alençon 100 rue Labillardière BP 217 61007 Alençon cedex,93.0,72.0,95.0,10.4,14.0
Lycée polyvalent Edouard Vaillant,Public,Polyvalent,Vierzon,2.8,(4),4.0,57.0,10.0,Vierzon 41bis rue Charles Hurvoy 18108 Vierzon,90.0,57.0,292.0,12.3,14.7
Lycée polyvalent Paul Le Rolland,Public,Polyvalent,Drancy,2.3,(15),5.0,58.0,4.0,Drancy 136 avenue de Castelnau 93700 Drancy,85.0,58.0,165.0,13.7,17.5
Lycée polyvalent Eugène Delacroix,Public,Polyvalent,Drancy,3.2,(25),4.0,50.0,12.0,Drancy 4 rue du Docteur Schweitzer 93700 Drancy,92.0,50.0,563.0,16.2,17.5
Lycée pilote innovant international,Public,Général,Jaunay-Marigny,4.6,(29),5.0,73.0,10.0,Jaunay-Marigny Téléport 5 BP 47 86130 Jaunay-Marigny,99.0,73.0,185.0,12.8,14.0
Lycée Jules Fil (voie générale et technologique),Public,Polyvalent,Carcassonne,3.5,(24),6.0,54.0,9.0,Carcassonne Boulevard I et F Joliot Curie CS 50076 11890 Carcassonne,90.0,54.0,396.0,12.7,10.3
Lycée privé Frédéric Ozanam,Privé,Polyvalent,Mâcon,2.9,(17),1.0,74.0,7.0,Mâcon 45 rue de l'Héritan 71000 Mâcon,100.0,74.0,147.0,17.8,8.3
Lycée Aristide Maillol (voie générale et technologique),Public,Polyvalent,Perpignan,3.2,(12),7.0,50.0,10.0,Perpignan 73 avenue Pau Casals BP 30544 66055 Perpignan,87.0,50.0,595.0,12.5,9.7
Lycée Jean Monnet,Public,Polyvalent,Mortagne-au-Perche,3.5,(8),1.0,68.0,8.0,Mortagne-au-Perche 2 rue Jean Monnet BP 104 61400 Mortagne-au-Perche,94.0,68.0,129.0,11.7,16.6
Lycée polyvalent Mézeray Gabriel,Public,Polyvalent,Argentan,2.8,(12),2.0,58.0,10.0,Argentan 6 place Robert Dugué 61200 Argentan,90.0,58.0,269.0,14.7,10.6
Lycée polyvalent Lucie Aubrac,Public,Polyvalent,Pantin,3.9,(8),2.0,48.0,6.0,Pantin 51 rue Victor Hugo 93500 Pantin,93.0,48.0,237.0,17.9,15.1
Lycée Germaine Tillion (voie générale et technologique),Public,Polyvalent,Castelnaudary,3.5,(5),5.0,59.0,9.0,Castelnaudary avenue du Docteur Laennec BP 1301 11493 Castelnaudary,93.0,59.0,348.0,13.0,11.6
Lycée Jean Lurçat (voie générale et technologique),Public,Polyvalent,Perpignan,3.4,(17),4.0,55.0,11.0,Perpignan 25 avenue Albert Camus BP 7019 66070 Perpignan,90.0,55.0,529.0,13.3,11.3
Lycée polyvalent Henri Leroy,Privé,Polyvalent,Port-Saint-Louis-du-Rhône,4.0,(1),5.0,63.0,5.0,Port-Saint-Louis-du-Rhône 29 avenue Louis Aragon 13230 Port-Saint-Louis-du-Rhône,93.0,63.0,93.0,17.4,13.1
Lycée Henri Wallon,Public,Général,Aubervilliers,3.3,(10),1.0,37.0,9.0,Aubervilliers 146 rue Jacques Savator 93300 Aubervilliers,86.0,37.0,272.0,17.4,18.5
Lycée privé Saint-Louis (voie générale et technologique),Privé,Polyvalent,Carcassonne,2.8,(14),4.0,56.0,7.0,Carcassonne 77 rue Aimé Ramond 11000 Carcassonne,93.0,56.0,114.0,13.7,10.1
Lycée Rosa Luxemburg (voie générale et technologique),Public,Polyvalent,Canet-en-Roussillon,3.7,(8),3.0,63.0,9.0,Canet-en-Roussillon 2 avenue Jean Moulin BP 208 66141 Canet-en-Roussillon,93.0,63.0,401.0,13.6,11.1
Lycée Auguste Renoir,Public,Général,Limoges,3.7,(15),3.0,62.0,9.0,Limoges 119 rue de Sainte Claire 87036 Limoges,95.0,62.0,359.0,12.9,14.8
Lycée François Arago,Public,Général,Perpignan,3.5,(21),2.0,68.0,11.0,Perpignan 22 avenue Paul Doumer BP 60119 66001 Perpignan,97.0,68.0,502.0,14.3,11.3
Lycée polyvalent Antonin Artaud,Public,Polyvalent,Marseille,3.2,(18),3.0,55.0,12.0,Marseille 25 chemin Notre-Dame de la Consolation 13013 Marseille,93.0,55.0,317.0,15.4,18.4
Lycée polyvalent Henri Brisson,Public,Polyvalent,Vierzon,3.8,(9),1.0,62.0,5.0,Vierzon 25 avenue Henri Brisson BP 338 18108 Vierzon,93.0,62.0,142.0,16.4,13.8
Lycée de Balagne,Public,Polyvalent,L'Île-Rousse,2.3,(2),1.0,57.0,8.0,L'Île-Rousse Avenue Paul Bisgambiglia 20220 L'Île-Rousse,94.0,57.0,157.0,15.9,14.1
Lycée Jean Moulin,Public,Général,Montmorillon,3.7,(8),1.0,55.0,9.0,Montmorillon 9 avenue Jean Moulin BP 35 86501 Montmorillon,91.0,55.0,172.0,15.4,15.6
Lycée polyvalent du Cheylard,Public,Polyvalent,Le Cheylard,3.8,(13),2.0,65.0,9.0,Le Cheylard Quartier Plaisance BP 38 07160 Le Cheylard,96.0,65.0,112.0,12.9,17.8
